,RegionID,SizeRank,RegionName,RegionType,StateName,2018-01-31,2018-02-28,2018-03-31,2018-04-30,2018-05-31,2018-06-30,2018-07-31,2018-08-31,2018-09-30,2018-10-31,2018-11-30,2018-12-31,2019-01-31,2019-02-28,2019-03-31,2019-04-30,2019-05-31,2019-06-30,2019-07-31,2019-08-31,2019-09-30,2019-10-31,2019-11-30,2019-12-31,2020-01-31,2020-02-29,2020-03-31,2020-04-30,2020-05-31,2020-06-30,2020-07-31,2020-08-31,2020-09-30,2020-10-31,2020-11-30,2020-12-31,2021-01-31,2021-02-28,2021-03-31,2021-04-30,2021-05-31,2021-06-30,2021-07-31,2021-08-31,2021-09-30,2021-10-31,2021-11-30,2021-12-31,2022-01-31,2022-02-28,2022-03-31,2022-04-30,2022-05-31,2022-06-30,2022-07-31,2022-08-31,2022-09-30
324,394733,370,"Kalispell, MT",msa,MT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,34.0,22.0,10.0,33.0,42.0,43.0,39.0,43.0,39.0,37.0,37.0,37.0,35.0,37.0,38.0,39.0,38.0,37.0,41.0,35.0,38.0,36.0,35.0,37.0,34.0,32.0,32.0
325,753912,373,"Pinehurst, NC",msa,NC,43.0,38.0,37.0,42.0,39.0,42.0,42.0,39.0,42.0,42.0,39.0,40.0,43.0,38.0,37.0,40.0,41.0,45.0,41.0,40.0,39.0,41.0,39.0,41.0,46.0,39.0,40.0,45.0,42.0,39.0,38.0,41.0,30.0,36.0,40.0,42.0,43.0,33.0,33.0,37.0,40.0,41.0,41.0,41.0,41.0,41.0,32.0,37.0,41.0,36.0,35.0,35.0,37.0,37.0,37.0,35.0,35.0
326,394762,374,"LaGrange, GA",msa,GA,31.0,31.0,31.0,31.0,33.0,31.0,28.0,30.0,35.0,32.0,32.0,30.0,28.0,30.0,31.0,33.0,32.0,36.0,33.0,29.0,33.0,30.0,32.0,34.0,36.0,30.0,30.0,36.0,31.0,37.0,35.0,32.0,36.0,36.0,37.0,38.0,38.0,30.0,36.0,35.0,36.0,34.0,35.0,32.0,35.0,33.0,29.0,34.0,42.0,35.0,32.0,34.0,39.0,36.0,35.0,32.0,33.0
327,394524,375,"Decatur, IL",msa,IL,35.0,30.0,34.0,34.0,38.0,35.0,34.0,35.0,37.0,34.0,35.0,32.0,36.0,34.0,31.0,32.0,36.0,41.0,41.0,38.0,38.0,40.0,41.0,41.0,39.0,35.0,33.0,28.0,29.0,30.0,28.0,29.0,33.0,34.0,34.0,33.0,33.0,35.0,42.0,41.0,43.0,44.0,44.0,45.0,41.0,43.0,40.0,36.0,45.0,41.0,41.0,41.0,42.0,44.0,39.0,41.0,39.0
328,394630,377,"Gettysburg, PA",msa,PA,,,39.0,42.0,35.0,45.0,42.0,42.0,47.0,43.0,42.0,45.0,45.0,47.0,41.0,46.0,43.0,49.0,49.0,49.0,45.0,47.0,42.0,42.0,46.0,44.0,46.0,53.0,51.0,54.0,45.0,49.0,48.0,35.0,42.0,53.0,55.0,49.0,47.0,47.0,49.0,52.0,55.0,48.0,47.0,49.0,45.0,45.0,51.0,44.0,42.0,43.0,41.0,47.0,44.0,45.0,45.0
329,394823,378,"Mankato, MN",msa,MN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,39.0,35.0,41.0,46.0,45.0,47.0,49.0,50.0,48.0,46.0,45.0,48.0,44.0,41.0,48.0
330,394794,381,"Lima, OH",msa,OH,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,29.0,32.0,30.0,30.0,30.0,33.0,31.0,27.0,29.0,29.0,35.0,35.0,35.0,37.0,36.0,36.0,39.0,35.0,34.0,39.0,35.0,35.0,36.0,35.0,34.0,32.0,32.0,35.0,32.0
331,753915,382,"Salem, OH",msa,OH,10.0,10.0,21.0,13.0,10.0,12.0,13.0,16.0,14.0,14.0,17.0,15.0,17.0,14.0,12.0,13.0,11.0,11.0,14.0,15.0,10.0,10.0,8.0,13.0,19.0,19.0,14.0,13.0,15.0,10.0,17.0,17.0,17.0,15.0,21.0,31.0,13.0,29.0,42.0,45.0,43.0,45.0,45.0,46.0,46.0,38.0,43.0,44.0,46.0,47.0,43.0,36.0,45.0,40.0,37.0,42.0,39.0
332,394709,383,"Ithaca, NY",msa,NY,,,,,,,,,,,,,,66.0,59.0,60.0,65.0,69.0,71.0,70.0,71.0,67.0,70.0,69.0,72.0,68.0,64.0,76.0,71.0,78.0,67.0,71.0,76.0,73.0,82.0,75.0,81.0,82.0,72.0,68.0,72.0,76.0,70.0,80.0,70.0,70.0,76.0,81.0,80.0,77.0,68.0,58.0,64.0,71.0,68.0,72.0,69.0
333,394462,384,"Cheyenne, WY",msa,WY,35.0,35.0,34.0,36.0,34.0,36.0,35.0,35.0,34.0,33.0,36.0,31.0,33.0,33.0,33.0,34.0,35.0,37.0,36.0,35.0,35.0,35.0,35.0,35.0,37.0,34.0,34.0,36.0,37.0,35.0,38.0,36.0,39.0,41.0,39.0,38.0,38.0,42.0,39.0,39.0,37.0,36.0,38.0,37.0,35.0,36.0,35.0,34.0,36.0,35.0,34.0,33.0,35.0,36.0,33.0,32.0,32.0
